"id","displaypath","source","status","grouping","parent_grouping","description","top_5","downtime_calc"
128,Alarm 147.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 147/Alarm:/alm:Alarm,Down,TCar_401,Gantry System2,"147: T-Car Deposit job failed, AID / SSCC is Wrong - Pos.401",Y,Y
129,Alarm 148.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 148/Alarm:/alm:Alarm,Down,TCar_401,Gantry System2,"148: T-Car Deposit Job to P&D failed, There is No WCS Job - Pos.401",Y,Y
130,Alarm 149.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 149/Alarm:/alm:Alarm,Down,TCar_401,Gantry System2,"149: T-Car Deposit Job to Outfeed failed, There is No WCS Job - Pos.401",Y,Y
131,Alarm 193.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 193/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"193: T-Car 301 waiting on conveyor pos. 1090100 in position for pickup signal ",Y,Y
132,Alarm 193.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 193/Alarm:/alm:Alarm,Down,LP_System02,Gantry System2,"193: T-Car 301 waiting on conveyor pos. 1090100 in position for pickup signal ",Y,Y
133,Alarm 194.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 194/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"194: T-Car 301 waiting on conveyor pos. 1090200 in position for deposit signal ",Y,Y
134,Alarm 194.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 194/Alarm:/alm:Alarm,Down,LP_System02,Gantry System2,"194: T-Car 301 waiting on conveyor pos. 1090200 in position for deposit signal ",Y,Y
135,Alarm 220.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 220/Alarm:/alm:Alarm,Down,LP_System02,Gantry System2,"220: Emergency stop pushbutton pressed on panel AK1",Y,Y
136,Alarm 220.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 220/Alarm:/alm:Alarm,Down,LP_System01,Gantry System1,"220: Emergency stop pushbutton pressed on panel AK1",Y,Y
137,Alarm 221.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 221/Alarm:/alm:Alarm,Down,LP_System02,Gantry System2,"221: External Emergency stop 1 activated",Y,Y
138,Alarm 221.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 221/Alarm:/alm:Alarm,Down,LP_System01,Gantry System1,"221: External Emergency stop 1 activated",Y,Y
139,Alarm 222.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 222/Alarm:/alm:Alarm,Down,LP_System02,Gantry System2,"222: External Emergency stop 2 activated",Y,Y
140,Alarm 222.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 222/Alarm:/alm:Alarm,Down,LP_System01,Gantry System1,"222: External Emergency stop 2 activated",Y,Y
141,Alarm 223.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 223/Alarm:/alm:Alarm,Down,LP_System02,Gantry System2,"223: External Emergency stop 3 activated",Y,Y
142,Alarm 223.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 223/Alarm:/alm:Alarm,Down,LP_System01,Gantry System1,"223: External Emergency stop 3 activated",Y,Y
143,Alarm 224.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 224/Alarm:/alm:Alarm,Down,LP_System01,Gantry System1,"224: External Emergency stop 4 activated",Y,Y
144,Alarm 224.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 224/Alarm:/alm:Alarm,Down,LP_System02,Gantry System2,"224: External Emergency stop 4 activated",Y,Y
145,Alarm 225.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 225/Alarm:/alm:Alarm,Down,LP_System02,Gantry System2,"225: External Emergency stop 5 activated",Y,Y
146,Alarm 225.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 225/Alarm:/alm:Alarm,Down,LP_System01,Gantry System1,"225: External Emergency stop 5 activated",Y,Y
147,Alarm 226.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 226/Alarm:/alm:Alarm,Down,LP_System01,Gantry System1,"226: Emergency stop pushbutton pressed on acces door at LPF 1",Y,Y
148,Alarm 226.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 226/Alarm:/alm:Alarm,Down,LP_System02,Gantry System2,"226: Emergency stop pushbutton pressed on acces door at LPF 1",Y,Y
149,Alarm 227.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 227/Alarm:/alm:Alarm,Down,LP_System01,Gantry System1,"227: Emergency stop pushbutton pressed on service door at LPF 1",Y,Y
150,Alarm 227.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 227/Alarm:/alm:Alarm,Down,LP_System02,Gantry System2,"227: Emergency stop pushbutton pressed on service door at LPF 1",Y,Y
151,Alarm 232.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 232/Alarm:/alm:Alarm,Down,LP_System01,Gantry System1,"232: Emergency stop pushbutton pressed on AK4 panel",Y,Y
152,Alarm 232.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 232/Alarm:/alm:Alarm,Down,LP_System02,Gantry System2,"232: Emergency stop pushbutton pressed on AK4 panel",Y,Y
153,Alarm 233.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 233/Alarm:/alm:Alarm,Down,LP_System02,Gantry System2,"233: Emergency stop pushbutton pressed on AK5 panel",Y,Y
154,Alarm 233.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 233/Alarm:/alm:Alarm,Down,LP_System01,Gantry System1,"233: Emergency stop pushbutton pressed on AK5 panel",Y,Y
155,Alarm 235.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 235/Alarm:/alm:Alarm,Down,LP_System02,Gantry System2,"235: Emergency Stop Circuiet",Y,Y
156,Alarm 235.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 235/Alarm:/alm:Alarm,Down,LP_System01,Gantry System1,"235: Emergency Stop Circuiet",Y,Y
157,Alarm 236.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 236/Alarm:/alm:Alarm,Down,LP_System01,Gantry System1,"236: Door Stop Circuiet",Y,Y
158,Alarm 236.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 236/Alarm:/alm:Alarm,Down,LP_System02,Gantry System2,"236: Door Stop Circuiet",Y,Y
159,Alarm 240.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 240/Alarm:/alm:Alarm,Down,LP_System02,Gantry System2,"240: Light barrier +0100-B100M activated in gantry area",Y,Y
160,Alarm 240.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 240/Alarm:/alm:Alarm,Down,LP_System01,Gantry System1,"240: Light barrier +0100-B100M activated in gantry area",Y,Y
161,Alarm 242.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 242/Alarm:/alm:Alarm,Down,LP_System01,Gantry System1,"242: Light barrier +0100-B200M activated in gantry area",Y,Y
162,Alarm 242.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 242/Alarm:/alm:Alarm,Down,LP_System02,Gantry System2,"242: Light barrier +0100-B200M activated in gantry area",Y,Y
163,Alarm 254.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 254/Alarm:/alm:Alarm,Down,LP_System02,Gantry System2,"254: Total Pallet Height is missing at a LPF Pick/Deposit position",Y,Y
164,Alarm 254.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 254/Alarm:/alm:Alarm,Down,LP_System01,Gantry System1,"254: Total Pallet Height is missing at a LPF Pick/Deposit position",Y,Y
165,Alarm 255.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 255/Alarm:/alm:Alarm,Down,LP_System02,Gantry System2,"255: Timeout at a LPF Pick/Deposit position",Y,Y
166,Alarm 255.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 255/Alarm:/alm:Alarm,Down,LP_System01,Gantry System1,"255: Timeout at a LPF Pick/Deposit position",Y,Y
167,Alarm 256.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 256/Alarm:/alm:Alarm,Down,LP_System01,Gantry System1,"256: The incomming pallet is to high",Y,Y
168,Alarm 256.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 256/Alarm:/alm:Alarm,Down,LP_System02,Gantry System2,"256: The incomming pallet is to high",Y,Y
169,Alarm 257.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 257/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"257: Overhang Transfer car Right Side - T-Car Pos. 301",Y,Y
170,Alarm 257.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 257/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"257: Overhang Transfer car Right Side - T-Car Pos. 301",Y,Y
171,Alarm 258.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 258/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"258: Overhang Transfer car Left Side - T-Car Pos. 301",Y,Y
172,Alarm 258.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 258/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"258: Overhang Transfer car Left Side - T-Car Pos. 301",Y,Y
173,Alarm 259.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 259/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"259: Overhang Rack Locations Right Side - T-Car Pos. 301",Y,Y
174,Alarm 259.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 259/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"259: Overhang Rack Locations Right Side - T-Car Pos. 301",Y,Y
175,Alarm 260.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 260/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"260: Overhang Rack Locations Left Side - T-Car Pos. 301",Y,Y
176,Alarm 260.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 260/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"260: Overhang Rack Locations Left Side - T-Car Pos. 301",Y,Y
177,Alarm 261.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 261/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"261: Pick Command Falid! - T-Car Pos. 301",Y,Y
178,Alarm 261.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 261/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"261: Pick Command Falid! - T-Car Pos. 301",Y,Y
179,Alarm 262.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 262/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"262: Deliver Command Falid! - T-Car Pos. 301",Y,Y
180,Alarm 262.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 262/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"262: Deliver Command Falid! - T-Car Pos. 301",Y,Y
181,Alarm 263.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 263/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"263: Pick Position Empty - T-Car Pos. 301",Y,Y
182,Alarm 263.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 263/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"263: Pick Position Empty - T-Car Pos. 301",Y,Y
183,Alarm 264.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 264/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"264: Deliver Position Occipuied - T-Car Pos. 301",Y,Y
184,Alarm 264.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 264/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"264: Deliver Position Occipuied - T-Car Pos. 301",Y,Y
185,Alarm 265.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 265/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"265: Transfer Car Command Position Not Ready - T-Car Pos. 301",Y,Y
186,Alarm 265.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 265/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"265: Transfer Car Command Position Not Ready - T-Car Pos. 301",Y,Y
187,Alarm 266.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 266/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"266: Command is Not Valid! - T-Car Pos. 301",Y,Y
188,Alarm 266.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 266/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"266: Command is Not Valid! - T-Car Pos. 301",Y,Y
189,Alarm 267.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 267/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"267: ""Out of Limit"" in forward direction - T-Car Pos. 301",Y,Y
190,Alarm 267.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 267/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"267: ""Out of Limit"" in forward direction - T-Car Pos. 301",Y,Y
191,Alarm 268.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 268/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"268: ""Out of Limit"" in backward direction - T-Car Pos. 301",Y,Y
192,Alarm 268.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 268/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"268: ""Out of Limit"" in backward direction - T-Car Pos. 301",Y,Y
193,Alarm 269.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 269/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"269: Limit switch activated in forward direction - T-Car Pos. 301",Y,Y
194,Alarm 269.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 269/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"269: Limit switch activated in forward direction - T-Car Pos. 301",Y,Y
195,Alarm 270.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 270/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"270: Limit switch activated in backward direction - T-Car Pos. 301",Y,Y
196,Alarm 270.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 270/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"270: Limit switch activated in backward direction - T-Car Pos. 301",Y,Y
197,Alarm 271.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 271/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"271: In Manuel mode - T-Car Pos. 301",Y,Y
198,Alarm 271.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 271/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"271: In Manuel mode - T-Car Pos. 301",Y,Y
199,Alarm 272.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 272/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"272: Stopped by a critial Error, and need a reset. - T-Car Pos. 301",Y,Y
200,Alarm 272.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 272/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"272: Stopped by a critial Error, and need a reset. - T-Car Pos. 301",Y,Y
201,Alarm 273.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 273/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"273: Distance Sensor ""Out of range"" - T-Car Pos. 301",Y,Y
202,Alarm 273.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 273/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"273: Distance Sensor ""Out of range"" - T-Car Pos. 301",Y,Y
203,Alarm 274.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 274/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"274: Pick Command not possible, Car is not Empty - T-Car Pos. 301",Y,Y
204,Alarm 274.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 274/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"274: Pick Command not possible, Car is not Empty - T-Car Pos. 301",Y,Y
205,Alarm 275.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 275/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"275: Deliver Command is not possible, Car Empty - T-Car Pos. 301",Y,Y
206,Alarm 275.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 275/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"275: Deliver Command is not possible, Car Empty - T-Car Pos. 301",Y,Y
207,Alarm 276.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 276/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"276: Fault Forks Lift - Motor/Inverter - T-Car Pos. 301",Y,Y
208,Alarm 276.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 276/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"276: Fault Forks Lift - Motor/Inverter - T-Car Pos. 301",Y,Y
209,Alarm 277.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 277/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"277: Fault on Forks - Motor/Inverter - T-Car Pos. 301",Y,Y
210,Alarm 277.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 277/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"277: Fault on Forks - Motor/Inverter - T-Car Pos. 301",Y,Y
211,Alarm 278.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 278/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"278: Fault on Drive Motor/Inverter - T-Car Pos. 301",Y,Y
212,Alarm 278.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 278/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"278: Fault on Drive Motor/Inverter - T-Car Pos. 301",Y,Y
213,Alarm 279.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 279/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"279: Fork""A"" Out off adjustment [Not detected in center pos.] - T-Car Pos. 301",Y,Y
214,Alarm 279.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 279/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"279: Fork""A"" Out off adjustment [Not detected in center pos.] - T-Car Pos. 301",Y,Y
215,Alarm 280.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 280/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"280: Fork""B"" Out off adjustment [Not detected in center pos.] - T-Car Pos. 301",Y,Y
216,Alarm 280.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 280/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"280: Fork""B"" Out off adjustment [Not detected in center pos.] - T-Car Pos. 301",Y,Y
217,Alarm 281.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 281/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"281: Sensor in Forks Positive Direction. Detect Fork is out of Adjustment - T-Car Pos. 301",Y,Y
218,Alarm 281.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 281/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"281: Sensor in Forks Positive Direction. Detect Fork is out of Adjustment - T-Car Pos. 301",Y,Y
219,Alarm 282.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 282/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"282: Sensor in Forks Negative Direction. Detect Fork is out of Adjustment - T-Car Pos. 301",Y,Y
220,Alarm 282.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 282/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"282: Sensor in Forks Negative Direction. Detect Fork is out of Adjustment - T-Car Pos. 301",Y,Y
221,Alarm 283.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 283/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"283: Position Feedback Servo-Drive Not valid - T-Car Pos. 301",Y,Y
222,Alarm 283.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 283/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"283: Position Feedback Servo-Drive Not valid - T-Car Pos. 301",Y,Y
223,Alarm 284.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 284/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"284: Forks out of reference - T-Car Pos. 301",Y,Y
224,Alarm 284.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 284/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"284: Forks out of reference - T-Car Pos. 301",Y,Y
225,Alarm 285.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 285/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"285: Forks ""Out of Limit"" in positive direction - T-Car Pos. 301",Y,Y
226,Alarm 285.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 285/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"285: Forks ""Out of Limit"" in positive direction - T-Car Pos. 301",Y,Y
227,Alarm 286.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 286/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"286: Forks ""Out of Limit"" in negative direction - T-Car Pos. 301",Y,Y
228,Alarm 286.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 286/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"286: Forks ""Out of Limit"" in negative direction - T-Car Pos. 301",Y,Y
229,Alarm 287.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 287/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"287: Forks lift Timeout Movement - T-Car Pos. 301",Y,Y
230,Alarm 287.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 287/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"287: Forks lift Timeout Movement - T-Car Pos. 301",Y,Y
231,Alarm 288.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 288/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"288: Forks lift Sensor Fault [Not in Poistion] - T-Car Pos. 301",Y,Y
232,Alarm 288.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 288/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"288: Forks lift Sensor Fault [Not in Poistion] - T-Car Pos. 301",Y,Y
233,Alarm 289.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 289/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"289: Data Sensor Error. No Data But Sensor Signal - T-Car Pos. 301",Y,Y
234,Alarm 289.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 289/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"289: Data Sensor Error. No Data But Sensor Signal - T-Car Pos. 301",Y,Y
235,Alarm 290.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 290/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"290: T-Car is parked in Service Position / out of order - T-Car Pos. 301",Y,Y
236,Alarm 290.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 290/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"290: T-Car is parked in Service Position / out of order - T-Car Pos. 301",Y,Y
237,Alarm 291.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 291/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"291: Object detected in front of car - T-Car Pos. 301",Y,Y
238,Alarm 291.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 291/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"291: Object detected in front of car - T-Car Pos. 301",Y,Y
239,Alarm 292.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 292/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"292: Object detected in rear of car - T-Car Pos. 301",Y,Y
240,Alarm 292.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 292/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"292: Object detected in rear of car - T-Car Pos. 301",Y,Y
241,Alarm 293.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 293/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"293: Collision detected in front of car - T-Car Pos. 301",Y,Y
242,Alarm 293.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 293/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"293: Collision detected in front of car - T-Car Pos. 301",Y,Y
243,Alarm 294.Alarm,prov:default:/tag:L2/Riantics/System1_Alarms/Alarm 294/Alarm:/alm:Alarm,Down,Tcar_301 East,Gantry System1,"294: Collision detected in rear of car - T-Car Pos. 301",Y,Y
244,Alarm 294.Alarm,prov:default:/tag:L2/Riantics/System2_Alarms/Alarm 294/Alarm:/alm:Alarm,Down,Tcar_301 West,Gantry System2,"294: Collision detected in rear of car - T-Car Pos. 301",Y,Y
